Time,abs_pressure_Torr,temperature_C,volumetric_flow_LPM,mass_flow_SLPM,mass_flow_setpoint_SLPM,gas_type
2026-09-14 15:15:26,+758.37,+024.67,+04.972,+04.966,+05.000,Air
2026-09-14 15:15:28,+758.33,+024.66,+04.992,+04.986,+05.000,Air
2026-09-14 15:15:30,+758.32,+024.68,+04.994,+04.989,+05.000,Air
2026-09-14 15:15:32,+758.32,+024.69,+04.991,+04.985,+05.000,Air
2026-09-14 15:15:34,+758.39,+024.66,+04.982,+04.977,+05.000,Air
2026-09-14 15:15:36,+758.39,+024.67,+05.024,+05.019,+05.000,Air
2026-09-14 15:15:38,+758.37,+024.65,+04.998,+04.993,+05.000,Air
2026-09-14 15:15:40,+758.33,+024.66,+05.000,+04.994,+05.000,Air
2026-09-14 15:15:42,+758.33,+024.64,+04.992,+04.987,+05.000,Air
2026-09-14 15:15:44,+758.45,+024.68,+05.006,+05.002,+05.000,Air
2026-09-14 15:15:46,+758.35,+024.67,+05.010,+05.004,+05.000,Air
2026-09-14 15:15:48,+758.44,+024.66,+05.011,+05.007,+05.000,Air
2026-09-14 15:15:50,+758.51,+024.67,+05.008,+05.003,+05.000,Air
2026-09-14 15:15:52,+758.43,+024.66,+04.997,+04.993,+05.000,Air
2026-09-14 15:15:54,+758.42,+024.72,+05.037,+05.031,+05.000,Air
2026-09-14 15:15:56,+758.36,+024.68,+05.030,+05.025,+05.000,Air
2026-09-14 15:15:58,+758.34,+024.71,+05.013,+05.007,+05.000,Air
2026-09-14 15:16:00,+758.30,+024.68,+05.006,+05.000,+05.000,Air
2026-09-14 15:16:02,+758.46,+024.70,+05.009,+05.004,+05.000,Air
2026-09-14 15:16:04,+758.40,+024.66,+05.030,+05.026,+05.000,Air
2026-09-14 15:16:06,+758.52,+024.68,+05.000,+04.995,+05.000,Air
2026-09-14 15:16:08,+758.34,+024.68,+04.997,+04.992,+05.000,Air
2026-09-14 15:16:10,+758.36,+024.68,+04.987,+04.981,+05.000,Air
2026-09-14 15:16:12,+758.37,+024.65,+04.995,+04.991,+05.000,Air
2026-09-14 15:16:14,+758.21,+024.69,+05.024,+05.018,+05.000,Air
2026-09-14 15:16:16,+758.45,+024.67,+05.006,+05.001,+05.000,Air
2026-09-14 15:16:18,+758.30,+024.68,+05.000,+04.995,+05.000,Air
2026-09-14 15:16:20,+758.49,+024.67,+05.027,+05.023,+05.000,Air
2026-09-14 15:16:22,+758.45,+024.69,+05.014,+05.009,+05.000,Air
2026-09-14 15:16:24,+758.27,+024.63,+05.012,+05.007,+05.000,Air
2026-09-14 15:16:26,+758.32,+024.70,+05.011,+05.005,+05.000,Air
2026-09-14 15:16:28,+758.39,+024.66,+05.024,+05.019,+05.000,Air
2026-09-14 15:16:30,+758.32,+024.69,+04.983,+04.978,+05.000,Air
2026-09-14 15:16:32,+758.37,+024.66,+04.989,+04.984,+05.000,Air
2026-09-14 15:16:34,+758.26,+024.70,+04.989,+04.982,+05.000,Air
2026-09-14 15:16:36,+758.35,+024.67,+05.006,+05.001,+05.000,Air
2026-09-14 15:16:38,+758.33,+024.67,+04.993,+04.987,+05.000,Air
2026-09-14 15:16:40,+758.41,+024.65,+05.008,+05.003,+05.000,Air
2026-09-14 15:16:42,+758.36,+024.68,+04.991,+04.986,+05.000,Air
2026-09-14 15:16:44,+758.50,+024.72,+05.009,+05.003,+05.000,Air
2026-09-14 15:16:46,+758.32,+024.71,+05.025,+05.019,+05.000,Air
2026-09-14 15:16:48,+758.33,+024.66,+05.009,+05.003,+05.000,Air
2026-09-14 15:16:50,+758.42,+024.66,+05.010,+05.005,+05.000,Air
2026-09-14 15:16:52,+758.33,+024.64,+04.995,+04.990,+05.000,Air
2026-09-14 15:16:54,+758.37,+024.69,+04.996,+04.991,+05.000,Air
2026-09-14 15:16:56,+758.38,+024.63,+04.990,+04.986,+05.000,Air
2026-09-14 15:16:58,+758.48,+024.68,+04.993,+04.988,+05.000,Air
2026-09-14 15:17:00,+758.44,+024.66,+04.991,+04.986,+05.000,Air
2026-09-14 15:17:02,+758.39,+024.70,+05.005,+04.999,+05.000,Air
2026-09-14 15:17:04,+758.38,+024.65,+05.023,+05.018,+05.000,Air
2026-09-14 15:17:06,+758.38,+024.68,+04.994,+04.988,+05.000,Air
2026-09-14 15:17:08,+758.46,+024.71,+04.979,+04.974,+05.000,Air
2026-09-14 15:17:10,+758.36,+024.69,+05.002,+04.997,+05.000,Air
2026-09-14 15:17:12,+758.44,+024.68,+04.988,+04.983,+05.000,Air
2026-09-14 15:17:14,+758.36,+024.69,+05.032,+05.027,+05.000,Air
2026-09-14 15:17:16,+758.36,+024.69,+05.009,+05.004,+05.000,Air
2026-09-14 15:17:18,+758.34,+024.66,+04.981,+04.976,+05.000,Air
2026-09-14 15:17:20,+758.44,+024.65,+04.978,+04.974,+05.000,Air
2026-09-14 15:17:22,+758.33,+024.70,+05.021,+05.015,+05.000,Air
2026-09-14 15:17:24,+758.39,+024.73,+04.995,+04.989,+05.000,Air
2026-09-14 15:17:26,+758.30,+024.71,+05.020,+05.014,+05.000,Air
2026-09-14 15:17:28,+758.48,+024.67,+05.036,+05.031,+05.000,Air
2026-09-14 15:17:30,+758.44,+024.70,+05.000,+04.995,+05.000,Air
2026-09-14 15:17:32,+758.41,+024.68,+05.015,+05.010,+05.000,Air
2026-09-14 15:17:34,+758.34,+024.67,+04.998,+04.993,+05.000,Air
2026-09-14 15:17:36,+758.37,+024.67,+05.007,+05.002,+05.000,Air
2026-09-14 15:17:38,+758.41,+024.62,+04.991,+04.987,+05.000,Air
2026-09-14 15:17:40,+758.34,+024.67,+05.006,+05.000,+05.000,Air
2026-09-14 15:17:42,+758.40,+024.65,+05.015,+05.010,+05.000,Air
2026-09-14 15:17:44,+758.33,+024.66,+05.018,+05.013,+05.000,Air
2026-09-14 15:17:46,+758.39,+024.66,+04.999,+04.994,+05.000,Air
2026-09-14 15:17:48,+758.47,+024.68,+05.002,+04.997,+05.000,Air
2026-09-14 15:17:50,+758.44,+024.68,+04.986,+04.981,+05.000,Air
2026-09-14 15:17:52,+758.31,+024.68,+05.000,+04.995,+05.000,Air
2026-09-14 15:17:54,+758.34,+024.67,+04.988,+04.983,+05.000,Air
2026-09-14 15:17:56,+758.43,+024.70,+05.008,+05.003,+05.000,Air
2026-09-14 15:17:58,+758.45,+024.67,+05.002,+04.997,+05.000,Air
2026-09-14 15:18:00,+758.32,+024.63,+04.981,+04.976,+05.000,Air
2026-09-14 15:18:02,+758.33,+024.67,+04.995,+04.989,+05.000,Air
2026-09-14 15:18:04,+758.40,+024.65,+04.987,+04.982,+05.000,Air
2026-09-14 15:18:06,+758.27,+024.68,+05.012,+05.006,+05.000,Air
2026-09-14 15:18:08,+758.55,+024.65,+04.989,+04.986,+05.000,Air
2026-09-14 15:18:10,+758.38,+024.67,+04.990,+04.985,+05.000,Air
2026-09-14 15:18:12,+758.44,+024.69,+05.007,+05.002,+05.000,Air
2026-09-14 15:18:14,+758.33,+024.68,+04.994,+04.988,+05.000,Air
2026-09-14 15:18:16,+758.53,+024.67,+04.984,+04.980,+05.000,Air
2026-09-14 15:18:18,+758.42,+024.65,+05.015,+05.010,+05.000,Air
2026-09-14 15:18:20,+758.27,+024.69,+05.012,+05.006,+05.000,Air
2026-09-14 15:18:22,+758.33,+024.67,+05.005,+05.000,+05.000,Air
2026-09-14 15:18:24,+758.38,+024.67,+05.013,+05.008,+05.000,Air
2026-09-14 15:18:26,+758.45,+024.68,+05.002,+04.997,+05.000,Air
2026-09-14 15:18:28,+758.41,+024.70,+05.009,+05.004,+05.000,Air
2026-09-14 15:18:30,+758.38,+024.70,+04.989,+04.983,+05.000,Air
2026-09-14 15:18:32,+758.39,+024.70,+04.969,+04.964,+05.000,Air
2026-09-14 15:18:34,+758.37,+024.68,+04.995,+04.989,+05.000,Air
2026-09-14 15:18:36,+758.38,+024.67,+04.989,+04.984,+05.000,Air
2026-09-14 15:18:38,+758.33,+024.68,+04.993,+04.988,+05.000,Air
2026-09-14 15:18:40,+758.39,+024.71,+05.033,+05.027,+05.000,Air
2026-09-14 15:18:42,+758.40,+024.70,+05.011,+05.006,+05.000,Air
2026-09-14 15:18:44,+758.41,+024.69,+04.994,+04.988,+05.000,Air
2026-09-14 15:18:46,+758.35,+024.69,+05.002,+04.997,+05.000,Air
2026-09-14 15:18:48,+758.37,+024.71,+04.980,+04.974,+05.000,Air
2026-09-14 15:18:50,+758.36,+024.70,+04.991,+04.985,+05.000,Air
2026-09-14 15:18:52,+758.33,+024.70,+04.996,+04.990,+05.000,Air
2026-09-14 15:18:54,+758.42,+024.69,+05.005,+05.000,+05.000,Air
2026-09-14 15:18:56,+758.44,+024.72,+04.990,+04.984,+05.000,Air
2026-09-14 15:18:58,+758.33,+024.67,+05.003,+04.998,+05.000,Air
2026-09-14 15:19:00,+758.38,+024.69,+05.025,+05.019,+05.000,Air
2026-09-14 15:19:02,+758.46,+024.70,+05.016,+05.011,+05.000,Air
2026-09-14 15:19:04,+758.31,+024.71,+05.008,+05.002,+05.000,Air
2026-09-14 15:19:06,+758.45,+024.71,+04.992,+04.987,+05.000,Air
2026-09-14 15:19:08,+758.41,+024.69,+05.011,+05.005,+05.000,Air
2026-09-14 15:19:10,+758.40,+024.71,+05.034,+05.028,+05.000,Air
2026-09-14 15:19:12,+758.36,+024.70,+05.012,+05.006,+05.000,Air
2026-09-14 15:19:14,+758.34,+024.72,+05.032,+05.025,+05.000,Air
2026-09-14 15:19:16,+758.45,+024.69,+05.002,+04.997,+05.000,Air
2026-09-14 15:19:18,+758.34,+024.71,+04.996,+04.990,+05.000,Air
2026-09-14 15:19:20,+758.45,+024.69,+05.021,+05.016,+05.000,Air
2026-09-14 15:19:22,+758.37,+024.69,+05.013,+05.008,+05.000,Air
2026-09-14 15:19:24,+758.41,+024.69,+05.010,+05.005,+05.000,Air
2026-09-14 15:19:26,+758.32,+024.67,+05.013,+05.007,+05.000,Air
2026-09-14 15:19:28,+758.39,+024.68,+05.014,+05.009,+05.000,Air
2026-09-14 15:19:30,+758.40,+024.71,+04.996,+04.990,+05.000,Air
2026-09-14 15:19:32,+758.42,+024.70,+05.026,+05.020,+05.000,Air
2026-09-14 15:19:34,+758.46,+024.70,+05.021,+05.016,+05.000,Air
2026-09-14 15:19:36,+758.41,+024.69,+05.010,+05.005,+05.000,Air
2026-09-14 15:19:38,+758.41,+024.72,+05.002,+04.996,+05.000,Air
2026-09-14 15:19:40,+758.46,+024.70,+04.995,+04.990,+05.000,Air
2026-09-14 15:19:42,+758.33,+024.71,+05.022,+05.016,+05.000,Air
2026-09-14 15:19:44,+758.42,+024.69,+04.997,+04.992,+05.000,Air
2026-09-14 15:19:46,+758.46,+024.69,+05.014,+05.009,+05.000,Air
2026-09-14 15:19:48,+758.38,+024.74,+05.006,+05.000,+05.000,Air
2026-09-14 15:19:50,+758.39,+024.70,+05.009,+05.004,+05.000,Air
2026-09-14 15:19:52,+758.37,+024.72,+05.031,+05.025,+05.000,Air
2026-09-14 15:19:54,+758.38,+024.66,+05.019,+05.014,+05.000,Air
2026-09-14 15:19:56,+758.32,+024.67,+05.039,+05.033,+05.000,Air
2026-09-14 15:19:58,+758.44,+024.70,+05.003,+04.998,+05.000,Air
2026-09-14 15:20:00,+758.45,+024.67,+05.012,+05.007,+05.000,Air
2026-09-14 15:20:02,+758.43,+024.74,+05.015,+05.009,+05.000,Air
2026-09-14 15:20:04,+758.32,+024.69,+05.030,+05.024,+05.000,Air
2026-09-14 15:20:06,+758.50,+024.70,+05.025,+05.020,+05.000,Air
2026-09-14 15:20:08,+758.40,+024.69,+04.982,+04.977,+05.000,Air
2026-09-14 15:20:10,+758.42,+024.71,+05.001,+04.996,+05.000,Air
2026-09-14 15:20:12,+758.41,+024.72,+04.986,+04.981,+05.000,Air
2026-09-14 15:20:14,+758.47,+024.70,+05.005,+05.000,+05.000,Air
2026-09-14 15:20:16,+758.41,+024.73,+05.014,+05.008,+05.000,Air
2026-09-14 15:20:18,+758.36,+024.69,+05.009,+05.004,+05.000,Air
2026-09-14 15:20:20,+758.45,+024.68,+05.003,+04.998,+05.000,Air
2026-09-14 15:20:22,+758.55,+024.70,+05.016,+05.011,+05.000,Air
2026-09-14 15:20:24,+758.33,+024.75,+04.999,+04.993,+05.000,Air
2026-09-14 15:20:26,+758.34,+024.72,+04.977,+04.971,+05.000,Air
2026-09-14 15:20:28,+758.47,+024.68,+04.994,+04.989,+05.000,Air
2026-09-14 15:20:30,+758.52,+024.66,+05.024,+05.020,+05.000,Air
2026-09-14 15:20:32,+758.33,+024.73,+04.988,+04.981,+05.000,Air
2026-09-14 15:20:34,+758.40,+024.67,+05.005,+05.000,+05.000,Air
2026-09-14 15:20:36,+758.46,+024.71,+05.012,+05.007,+05.000,Air
2026-09-14 15:20:38,+758.43,+024.73,+04.994,+04.988,+05.000,Air
2026-09-14 15:20:40,+758.33,+024.70,+05.024,+05.018,+05.000,Air
2026-09-14 15:20:42,+758.38,+024.74,+04.994,+04.988,+05.000,Air
2026-09-14 15:20:44,+758.37,+024.68,+04.999,+04.994,+05.000,Air
2026-09-14 15:20:46,+758.44,+024.66,+05.010,+05.005,+05.000,Air
2026-09-14 15:20:48,+758.53,+024.65,+04.996,+04.993,+05.000,Air
2026-09-14 15:20:50,+758.33,+024.68,+05.016,+05.010,+05.000,Air
2026-09-14 15:20:52,+758.45,+024.69,+04.996,+04.991,+05.000,Air
2026-09-14 15:20:54,+758.47,+024.70,+04.990,+04.985,+05.000,Air
2026-09-14 15:20:56,+758.37,+024.73,+05.001,+04.994,+05.000,Air
2026-09-14 15:20:58,+758.40,+024.67,+05.005,+05.000,+05.000,Air
2026-09-14 15:21:00,+758.48,+024.65,+05.032,+05.027,+05.000,Air
2026-09-14 15:21:02,+758.52,+024.72,+05.020,+05.015,+05.000,Air
2026-09-14 15:21:04,+758.38,+024.67,+05.021,+05.016,+05.000,Air
2026-09-14 15:21:06,+758.40,+024.69,+05.017,+05.011,+05.000,Air
2026-09-14 15:21:08,+758.47,+024.73,+04.998,+04.992,+05.000,Air
2026-09-14 15:21:10,+758.45,+024.71,+05.027,+05.022,+05.000,Air
2026-09-14 15:21:12,+758.49,+024.71,+04.988,+04.983,+05.000,Air
2026-09-14 15:21:14,+758.36,+024.70,+04.998,+04.992,+05.000,Air
2026-09-14 15:21:16,+758.34,+024.72,+04.994,+04.988,+05.000,Air
2026-09-14 15:21:18,+758.42,+024.70,+04.998,+04.992,+05.000,Air
2026-09-14 15:21:20,+758.41,+024.72,+05.014,+05.008,+05.000,Air
2026-09-14 15:21:22,+758.41,+024.70,+05.009,+05.004,+05.000,Air
2026-09-14 15:21:24,+758.49,+024.76,+05.017,+05.011,+05.000,Air
2026-09-14 15:21:26,+758.46,+024.71,+05.011,+05.006,+05.000,Air
2026-09-14 15:21:28,+758.43,+024.67,+04.985,+04.980,+05.000,Air
2026-09-14 15:21:30,+758.39,+024.70,+05.027,+05.021,+05.000,Air
2026-09-14 15:21:32,+758.31,+024.69,+05.020,+05.014,+05.000,Air
2026-09-14 15:21:34,+758.32,+024.68,+04.985,+04.979,+05.000,Air
2026-09-14 15:21:36,+758.37,+024.68,+05.010,+05.005,+05.000,Air
2026-09-14 15:21:38,+758.53,+024.70,+04.977,+04.972,+05.000,Air
2026-09-14 15:21:40,+758.39,+024.74,+05.025,+05.019,+05.000,Air
2026-09-14 15:21:42,+758.40,+024.66,+05.016,+05.011,+05.000,Air
2026-09-14 15:21:44,+758.40,+024.71,+05.012,+05.006,+05.000,Air
2026-09-14 15:21:46,+758.37,+024.71,+05.010,+05.004,+05.000,Air
2026-09-14 15:21:48,+758.45,+024.74,+05.036,+05.030,+05.000,Air
2026-09-14 15:21:50,+758.40,+024.69,+05.001,+04.996,+05.000,Air
2026-09-14 15:21:52,+758.36,+024.72,+04.983,+04.977,+05.000,Air
2026-09-14 15:21:54,+758.37,+024.70,+05.010,+05.005,+05.000,Air
2026-09-14 15:21:56,+758.47,+024.68,+05.021,+05.017,+05.000,Air
2026-09-14 15:21:58,+758.46,+024.72,+05.022,+05.017,+05.000,Air
2026-09-14 15:22:00,+758.45,+024.72,+05.002,+04.997,+05.000,Air
2026-09-14 15:22:02,+758.46,+024.72,+05.013,+05.008,+05.000,Air
2026-09-14 15:22:04,+758.46,+024.69,+04.993,+04.988,+05.000,Air
2026-09-14 15:22:06,+758.35,+024.69,+05.010,+05.004,+05.000,Air
2026-09-14 15:22:08,+758.30,+024.71,+04.978,+04.972,+05.000,Air
2026-09-14 15:22:10,+758.37,+024.66,+04.967,+04.962,+05.000,Air
2026-09-14 15:22:12,+758.48,+024.69,+04.999,+04.994,+05.000,Air
2026-09-14 15:22:14,+758.44,+024.71,+05.021,+05.015,+05.000,Air
2026-09-14 15:22:16,+758.42,+024.67,+05.005,+05.000,+05.000,Air
2026-09-14 15:22:18,+758.44,+024.72,+05.002,+04.997,+05.000,Air
2026-09-14 15:22:20,+758.41,+024.69,+05.011,+05.005,+05.000,Air
2026-09-14 15:22:22,+758.50,+024.72,+05.016,+05.011,+05.000,Air
2026-09-14 15:22:24,+758.40,+024.71,+05.005,+04.999,+05.000,Air
2026-09-14 15:22:26,+758.40,+024.73,+05.007,+05.001,+05.000,Air
2026-09-14 15:22:28,+758.42,+024.75,+05.004,+04.997,+05.000,Air
2026-09-14 15:22:30,+758.30,+024.70,+05.001,+04.995,+05.000,Air
2026-09-14 15:22:32,+758.42,+024.67,+05.016,+05.011,+05.000,Air
2026-09-14 15:22:34,+758.43,+024.71,+05.007,+05.001,+05.000,Air
2026-09-14 15:22:36,+758.40,+024.69,+05.012,+05.006,+05.000,Air
2026-09-14 15:22:38,+758.46,+024.71,+04.975,+04.970,+05.000,Air
2026-09-14 15:22:40,+758.47,+024.75,+05.022,+05.016,+05.000,Air
2026-09-14 15:22:42,+758.45,+024.66,+04.995,+04.991,+05.000,Air
2026-09-14 15:22:44,+758.41,+024.72,+05.013,+05.007,+05.000,Air
2026-09-14 15:22:46,+758.46,+024.75,+05.020,+05.014,+05.000,Air
2026-09-14 15:22:48,+758.53,+024.70,+05.000,+04.995,+05.000,Air
2026-09-14 15:22:50,+758.41,+024.69,+05.019,+05.014,+05.000,Air
2026-09-14 15:22:52,+758.48,+024.71,+05.022,+05.017,+05.000,Air
2026-09-14 15:22:54,+758.48,+024.70,+05.006,+05.001,+05.000,Air
2026-09-14 15:22:56,+758.46,+024.71,+05.006,+05.000,+05.000,Air
2026-09-14 15:22:58,+758.43,+024.72,+05.016,+05.010,+05.000,Air
2026-09-14 15:23:00,+758.48,+024.72,+05.013,+05.008,+05.000,Air
2026-09-14 15:23:02,+758.38,+024.75,+04.997,+04.990,+05.000,Air
2026-09-14 15:23:04,+758.48,+024.70,+05.017,+05.012,+05.000,Air
2026-09-14 15:23:06,+758.44,+024.70,+04.993,+04.988,+05.000,Air
2026-09-14 15:23:08,+758.41,+024.73,+05.006,+05.001,+05.000,Air
2026-09-14 15:23:10,+758.38,+024.73,+04.976,+04.970,+05.000,Air
2026-09-14 15:23:12,+758.57,+024.72,+05.012,+05.008,+05.000,Air
2026-09-14 15:23:14,+758.44,+024.70,+05.005,+05.000,+05.000,Air
2026-09-14 15:23:16,+758.54,+024.72,+05.012,+05.007,+05.000,Air
2026-09-14 15:23:18,+758.41,+024.71,+05.017,+05.011,+05.000,Air
2026-09-14 15:23:20,+758.40,+024.71,+04.993,+04.988,+05.000,Air
2026-09-14 15:23:22,+758.49,+024.69,+04.990,+04.985,+05.000,Air
2026-09-14 15:23:24,+758.46,+024.72,+05.006,+05.000,+05.000,Air
2026-09-14 15:23:26,+758.50,+024.74,+05.006,+05.000,+05.000,Air
2026-09-14 15:23:28,+758.40,+024.70,+05.016,+05.011,+05.000,Air
2026-09-14 15:23:30,+758.40,+024.72,+05.019,+05.013,+05.000,Air
2026-09-14 15:23:32,+758.41,+024.72,+04.994,+04.988,+05.000,Air
2026-09-14 15:23:34,+758.42,+024.72,+05.006,+05.000,+05.000,Air
2026-09-14 15:23:36,+758.41,+024.71,+04.982,+04.976,+05.000,Air
2026-09-14 15:23:38,+758.44,+024.72,+05.021,+05.016,+05.000,Air
2026-09-14 15:23:40,+758.41,+024.71,+04.981,+04.975,+05.000,Air
2026-09-14 15:23:42,+758.39,+024.68,+05.031,+05.026,+05.000,Air
2026-09-14 15:23:44,+758.36,+024.72,+04.988,+04.982,+05.000,Air
2026-09-14 15:23:46,+758.37,+024.71,+04.996,+04.990,+05.000,Air
2026-09-14 15:23:48,+758.48,+024.69,+05.008,+05.003,+05.000,Air
2026-09-14 15:23:50,+758.46,+024.73,+05.002,+04.996,+05.000,Air
2026-09-14 15:23:52,+758.43,+024.70,+05.005,+04.999,+05.000,Air
2026-09-14 15:23:54,+758.44,+024.70,+04.999,+04.994,+05.000,Air
2026-09-14 15:23:56,+758.46,+024.70,+04.993,+04.988,+05.000,Air
2026-09-14 15:23:58,+758.40,+024.73,+05.010,+05.004,+05.000,Air
2026-09-14 15:24:00,+758.41,+024.70,+05.025,+05.020,+05.000,Air
2026-09-14 15:24:02,+758.39,+024.69,+05.014,+05.009,+05.000,Air
2026-09-14 15:24:04,+758.50,+024.70,+04.972,+04.967,+05.000,Air
2026-09-14 15:24:06,+758.42,+024.75,+05.015,+05.009,+05.000,Air
2026-09-14 15:24:08,+758.52,+024.72,+05.002,+04.997,+05.000,Air
2026-09-14 15:24:10,+758.38,+024.73,+05.013,+05.007,+05.000,Air
2026-09-14 15:24:12,+758.54,+024.72,+05.008,+05.003,+05.000,Air
2026-09-14 15:24:14,+758.49,+024.70,+05.018,+05.013,+05.000,Air
2026-09-14 15:24:16,+758.41,+024.73,+05.013,+05.007,+05.000,Air
2026-09-14 15:24:18,+758.40,+024.73,+04.992,+04.986,+05.000,Air
2026-09-14 15:24:20,+758.43,+024.71,+05.010,+05.005,+05.000,Air
2026-09-14 15:24:22,+758.50,+024.71,+04.990,+04.985,+05.000,Air
2026-09-14 15:24:24,+758.38,+024.70,+04.979,+04.973,+05.000,Air
2026-09-14 15:24:26,+758.41,+024.70,+05.011,+05.005,+05.000,Air
2026-09-14 15:24:28,+758.53,+024.69,+04.992,+04.988,+05.000,Air
2026-09-14 15:24:30,+758.48,+024.75,+04.994,+04.989,+05.000,Air
2026-09-14 15:24:32,+758.48,+024.72,+05.007,+05.002,+05.000,Air
2026-09-14 15:24:34,+758.52,+024.75,+05.025,+05.019,+05.000,Air
2026-09-14 15:24:36,+758.40,+024.72,+04.997,+04.991,+05.000,Air
2026-09-14 15:24:38,+758.63,+024.71,+05.028,+05.024,+05.000,Air
2026-09-14 15:24:40,+758.50,+024.72,+05.006,+05.001,+05.000,Air
2026-09-14 15:24:42,+758.43,+024.68,+05.015,+05.010,+05.000,Air
2026-09-14 15:24:44,+758.45,+024.74,+05.009,+05.003,+05.000,Air
2026-09-14 15:24:46,+758.48,+024.72,+04.991,+04.986,+05.000,Air
2026-09-14 15:24:48,+758.40,+024.71,+05.037,+05.031,+05.000,Air
2026-09-14 15:24:50,+758.45,+024.68,+05.006,+05.001,+05.000,Air
2026-09-14 15:24:52,+758.46,+024.69,+04.993,+04.988,+05.000,Air
2026-09-14 15:24:54,+758.45,+024.74,+04.976,+04.971,+05.000,Air
2026-09-14 15:24:56,+758.44,+024.72,+04.996,+04.991,+05.000,Air
2026-09-14 15:24:58,+758.46,+024.76,+05.006,+05.000,+05.000,Air
2026-09-14 15:25:00,+758.50,+024.68,+04.990,+04.985,+05.000,Air
2026-09-14 15:25:02,+758.48,+024.74,+04.981,+04.975,+05.000,Air
2026-09-14 15:25:04,+758.48,+024.79,+05.017,+05.011,+05.000,Air
2026-09-14 15:25:06,+758.45,+024.71,+05.019,+05.013,+05.000,Air
2026-09-14 15:25:08,+758.47,+024.73,+05.009,+05.003,+05.000,Air
2026-09-14 15:25:10,+758.42,+024.69,+05.009,+05.004,+05.000,Air
2026-09-14 15:25:12,+758.41,+024.71,+05.012,+05.007,+05.000,Air
2026-09-14 15:25:14,+758.42,+024.74,+05.000,+04.994,+05.000,Air
2026-09-14 15:25:16,+758.50,+024.72,+04.989,+04.984,+05.000,Air
2026-09-14 15:25:18,+758.43,+024.75,+05.007,+05.001,+05.000,Air
2026-09-14 15:25:20,+758.50,+024.72,+04.989,+04.983,+05.000,Air
2026-09-14 15:25:22,+758.51,+024.77,+05.017,+05.011,+05.000,Air
2026-09-14 15:25:24,+758.44,+024.74,+05.011,+05.005,+05.000,Air
2026-09-14 15:25:26,+758.42,+024.73,+05.016,+05.010,+05.000,Air
2026-09-14 15:25:28,+758.43,+024.71,+05.019,+05.014,+05.000,Air
2026-09-14 15:25:30,+758.42,+024.72,+05.014,+05.008,+05.000,Air
2026-09-14 15:25:32,+758.42,+024.68,+05.034,+05.029,+05.000,Air
2026-09-14 15:25:34,+758.44,+024.73,+05.011,+05.005,+05.000,Air
2026-09-14 15:25:36,+758.43,+024.74,+05.011,+05.005,+05.000,Air
2026-09-14 15:25:38,+758.41,+024.72,+04.994,+04.988,+05.000,Air
2026-09-14 15:25:40,+758.52,+024.73,+05.005,+05.000,+05.000,Air
2026-09-14 15:25:42,+758.48,+024.75,+05.001,+04.995,+05.000,Air
2026-09-14 15:25:44,+758.43,+024.69,+05.001,+04.996,+05.000,Air
2026-09-14 15:25:46,+758.46,+024.72,+05.011,+05.005,+05.000,Air
2026-09-14 15:25:48,+758.48,+024.72,+04.993,+04.988,+05.000,Air
2026-09-14 15:25:50,+758.45,+024.71,+04.968,+04.963,+05.000,Air
2026-09-14 15:25:52,+758.36,+024.69,+05.002,+04.997,+05.000,Air
2026-09-14 15:25:54,+758.42,+024.73,+05.009,+05.003,+05.000,Air
2026-09-14 15:25:56,+758.55,+024.72,+04.987,+04.982,+05.000,Air
2026-09-14 15:25:58,+758.41,+024.73,+04.982,+04.976,+05.000,Air
2026-09-14 15:26:00,+758.45,+024.69,+05.024,+05.019,+05.000,Air
2026-09-14 15:26:02,+758.50,+024.71,+05.029,+05.024,+05.000,Air
2026-09-14 15:26:04,+758.45,+024.73,+05.005,+04.999,+05.000,Air
2026-09-14 15:26:06,+758.41,+024.74,+05.000,+04.994,+05.000,Air
2026-09-14 15:26:08,+758.37,+024.75,+05.010,+05.003,+05.000,Air
2026-09-14 15:26:10,+758.43,+024.73,+05.020,+05.014,+05.000,Air
2026-09-14 15:26:12,+758.43,+024.73,+05.007,+05.001,+05.000,Air
2026-09-14 15:26:14,+758.50,+024.73,+05.007,+05.001,+05.000,Air
2026-09-14 15:26:16,+758.47,+024.70,+05.007,+05.002,+05.000,Air
2026-09-14 15:26:18,+758.51,+024.70,+05.020,+05.015,+05.000,Air
2026-09-14 15:26:20,+758.54,+024.77,+04.984,+04.979,+05.000,Air
2026-09-14 15:26:22,+758.51,+024.71,+05.021,+05.016,+05.000,Air
2026-09-14 15:26:24,+758.47,+024.72,+04.970,+04.965,+05.000,Air
2026-09-14 15:26:26,+758.42,+024.73,+05.027,+05.021,+05.000,Air
2026-09-14 15:26:28,+758.44,+024.75,+05.003,+04.997,+05.000,Air
2026-09-14 15:26:30,+758.43,+024.77,+04.998,+04.991,+05.000,Air
2026-09-14 15:26:32,+758.45,+024.72,+04.995,+04.990,+05.000,Air
2026-09-14 15:26:34,+758.50,+024.74,+05.019,+05.014,+05.000,Air
2026-09-14 15:26:36,+758.44,+024.73,+04.995,+04.989,+05.000,Air
2026-09-14 15:26:38,+758.44,+024.73,+04.973,+04.967,+05.000,Air
2026-09-14 15:26:40,+758.42,+024.74,+05.005,+04.999,+05.000,Air
2026-09-14 15:26:42,+758.44,+024.75,+05.009,+05.003,+05.000,Air
