Time,abs_pressure_PSI,temperature_C,volumetric_flow_LPM,mass_flow_SLPM,gas_type
2026-09-14 16:15:54,+014.67,+025.11,+04.858,+04.847,Air
2026-09-14 16:15:56,+014.67,+025.07,+04.855,+04.845,Air
2026-09-14 16:15:58,+014.67,+025.08,+04.854,+04.843,Air
2026-09-14 16:16:00,+014.67,+025.03,+04.845,+04.836,Air
2026-09-14 16:16:02,+014.67,+025.06,+04.853,+04.843,Air
2026-09-14 16:16:04,+014.67,+025.08,+04.852,+04.843,Air
2026-09-14 16:16:06,+014.67,+025.08,+04.854,+04.844,Air
2026-09-14 16:16:08,+014.67,+025.07,+04.836,+04.826,Air
2026-09-14 16:16:10,+014.67,+025.09,+04.842,+04.832,Air
2026-09-14 16:16:12,+014.67,+025.08,+04.855,+04.845,Air
2026-09-14 16:16:14,+014.67,+025.12,+04.837,+04.826,Air
2026-09-14 16:16:16,+014.67,+025.09,+04.860,+04.850,Air
2026-09-14 16:16:18,+014.67,+025.08,+04.877,+04.868,Air
2026-09-14 16:16:20,+014.67,+025.06,+04.861,+04.851,Air
2026-09-14 16:16:22,+014.67,+025.09,+04.875,+04.864,Air
2026-09-14 16:16:24,+014.67,+025.08,+04.852,+04.842,Air
2026-09-14 16:16:26,+014.67,+025.09,+04.853,+04.843,Air
2026-09-14 16:16:28,+014.67,+025.08,+04.855,+04.845,Air
2026-09-14 16:16:30,+014.67,+025.05,+04.868,+04.858,Air
2026-09-14 16:16:32,+014.67,+025.10,+04.851,+04.841,Air
2026-09-14 16:16:34,+014.67,+025.12,+04.854,+04.843,Air
2026-09-14 16:16:36,+014.67,+025.10,+04.848,+04.838,Air
2026-09-14 16:16:38,+014.67,+025.10,+04.869,+04.858,Air
2026-09-14 16:16:40,+014.67,+025.07,+04.865,+04.855,Air
2026-09-14 16:16:42,+014.67,+025.13,+04.856,+04.845,Air
2026-09-14 16:16:44,+014.67,+025.09,+04.871,+04.861,Air
2026-09-14 16:16:46,+014.67,+025.08,+04.868,+04.858,Air
2026-09-14 16:16:48,+014.67,+025.06,+04.848,+04.838,Air
2026-09-14 16:16:50,+014.67,+025.08,+04.863,+04.852,Air
2026-09-14 16:16:52,+014.67,+025.10,+04.862,+04.852,Air
2026-09-14 16:16:54,+014.67,+025.13,+04.853,+04.842,Air
2026-09-14 16:16:56,+014.67,+025.05,+04.875,+04.865,Air
2026-09-14 16:16:58,+014.67,+025.07,+04.858,+04.848,Air
2026-09-14 16:17:00,+014.67,+025.06,+04.873,+04.863,Air
2026-09-14 16:17:02,+014.67,+025.09,+04.858,+04.847,Air
2026-09-14 16:17:04,+014.67,+025.11,+04.851,+04.840,Air
2026-09-14 16:17:06,+014.67,+025.09,+04.878,+04.867,Air
2026-09-14 16:17:08,+014.67,+025.07,+04.880,+04.870,Air
2026-09-14 16:17:10,+014.67,+025.10,+04.875,+04.864,Air
2026-09-14 16:17:12,+014.67,+025.06,+04.856,+04.846,Air
2026-09-14 16:17:14,+014.67,+025.10,+04.850,+04.839,Air
2026-09-14 16:17:16,+014.67,+025.07,+04.879,+04.869,Air
2026-09-14 16:17:18,+014.67,+025.09,+04.850,+04.840,Air
2026-09-14 16:17:20,+014.67,+025.07,+04.855,+04.845,Air
2026-09-14 16:17:22,+014.67,+025.08,+04.854,+04.844,Air
2026-09-14 16:17:24,+014.67,+025.09,+04.867,+04.857,Air
2026-09-14 16:17:26,+014.67,+025.07,+04.855,+04.845,Air
2026-09-14 16:17:28,+014.67,+025.07,+04.869,+04.859,Air
2026-09-14 16:17:30,+014.67,+025.07,+04.874,+04.864,Air
2026-09-14 16:17:32,+014.67,+025.07,+04.856,+04.846,Air
2026-09-14 16:17:34,+014.67,+025.07,+04.850,+04.841,Air
2026-09-14 16:17:36,+014.67,+025.07,+04.857,+04.848,Air
2026-09-14 16:17:38,+014.67,+025.14,+04.847,+04.836,Air
2026-09-14 16:17:40,+014.67,+025.09,+04.898,+04.888,Air
2026-09-14 16:17:42,+014.67,+025.11,+04.864,+04.853,Air
2026-09-14 16:17:44,+014.67,+025.09,+04.849,+04.840,Air
2026-09-14 16:17:46,+014.67,+025.08,+04.867,+04.857,Air
2026-09-14 16:17:48,+014.67,+025.09,+04.857,+04.847,Air
2026-09-14 16:17:50,+014.67,+025.07,+04.858,+04.848,Air
2026-09-14 16:17:52,+014.67,+025.07,+04.864,+04.855,Air
2026-09-14 16:17:54,+014.67,+025.10,+04.852,+04.842,Air
2026-09-14 16:17:56,+014.67,+025.08,+04.856,+04.846,Air
2026-09-14 16:17:58,+014.67,+025.08,+04.877,+04.867,Air
2026-09-14 16:18:00,+014.67,+025.12,+04.858,+04.848,Air
2026-09-14 16:18:02,+014.67,+025.10,+04.861,+04.851,Air
2026-09-14 16:18:04,+014.67,+025.10,+04.861,+04.851,Air
2026-09-14 16:18:06,+014.67,+025.07,+04.878,+04.868,Air
2026-09-14 16:18:08,+014.67,+025.10,+04.868,+04.858,Air
2026-09-14 16:18:10,+014.67,+025.09,+04.863,+04.853,Air
2026-09-14 16:18:12,+014.67,+025.13,+04.847,+04.836,Air
2026-09-14 16:18:14,+014.67,+025.07,+04.853,+04.843,Air
2026-09-14 16:18:16,+014.67,+025.07,+04.869,+04.859,Air
2026-09-14 16:18:18,+014.67,+025.10,+04.877,+04.866,Air
2026-09-14 16:18:20,+014.67,+025.07,+04.853,+04.843,Air
2026-09-14 16:18:22,+014.67,+025.10,+04.859,+04.849,Air
2026-09-14 16:18:24,+014.67,+025.12,+04.875,+04.864,Air
2026-09-14 16:18:26,+014.67,+025.12,+04.866,+04.855,Air
2026-09-14 16:18:28,+014.67,+025.09,+04.882,+04.872,Air
2026-09-14 16:18:30,+014.67,+025.12,+04.860,+04.849,Air
2026-09-14 16:18:32,+014.67,+025.08,+04.845,+04.835,Air
2026-09-14 16:18:34,+014.67,+025.08,+04.854,+04.844,Air
2026-09-14 16:18:36,+014.67,+025.10,+04.853,+04.842,Air
2026-09-14 16:18:38,+014.67,+025.02,+04.854,+04.845,Air
2026-09-14 16:18:40,+014.67,+025.10,+04.878,+04.868,Air
2026-09-14 16:18:42,+014.67,+025.08,+04.867,+04.856,Air
2026-09-14 16:18:44,+014.67,+025.11,+04.848,+04.837,Air
2026-09-14 16:18:46,+014.67,+025.08,+04.871,+04.861,Air
2026-09-14 16:18:48,+014.67,+025.12,+04.866,+04.856,Air
2026-09-14 16:18:50,+014.67,+025.13,+04.866,+04.855,Air
2026-09-14 16:18:52,+014.67,+025.07,+04.877,+04.867,Air
2026-09-14 16:18:54,+014.67,+025.10,+04.863,+04.853,Air
2026-09-14 16:18:56,+014.67,+025.12,+04.841,+04.830,Air
2026-09-14 16:18:58,+014.67,+025.08,+04.867,+04.857,Air
2026-09-14 16:19:00,+014.67,+025.11,+04.831,+04.820,Air
2026-09-14 16:19:02,+014.67,+025.08,+04.851,+04.841,Air
2026-09-14 16:19:04,+014.67,+025.06,+04.857,+04.848,Air
2026-09-14 16:19:06,+014.67,+025.10,+04.907,+04.896,Air
2026-09-14 16:19:08,+014.67,+025.08,+04.862,+04.852,Air
2026-09-14 16:19:10,+014.67,+025.12,+04.854,+04.844,Air
2026-09-14 16:19:12,+014.67,+025.09,+04.857,+04.847,Air
2026-09-14 16:19:14,+014.67,+025.11,+04.863,+04.853,Air
2026-09-14 16:19:16,+014.67,+025.08,+04.857,+04.847,Air
2026-09-14 16:19:18,+014.67,+025.09,+04.858,+04.849,Air
2026-09-14 16:19:20,+014.67,+025.11,+04.861,+04.850,Air
2026-09-14 16:19:22,+014.67,+025.12,+04.878,+04.867,Air
2026-09-14 16:19:24,+014.67,+025.12,+04.863,+04.852,Air
2026-09-14 16:19:26,+014.67,+025.11,+04.880,+04.869,Air
2026-09-14 16:19:28,+014.67,+025.12,+04.873,+04.863,Air
2026-09-14 16:19:30,+014.67,+025.09,+04.855,+04.845,Air
2026-09-14 16:19:32,+014.67,+025.11,+04.862,+04.852,Air
2026-09-14 16:19:34,+014.67,+025.08,+04.851,+04.841,Air
2026-09-14 16:19:36,+014.67,+025.12,+04.852,+04.841,Air
2026-09-14 16:19:38,+014.67,+025.11,+04.838,+04.827,Air
2026-09-14 16:19:40,+014.67,+025.14,+04.862,+04.851,Air
2026-09-14 16:19:42,+014.67,+025.09,+04.864,+04.854,Air
2026-09-14 16:19:44,+014.67,+025.10,+04.872,+04.861,Air
2026-09-14 16:19:46,+014.67,+025.09,+04.855,+04.845,Air
2026-09-14 16:19:48,+014.67,+025.10,+04.855,+04.845,Air
2026-09-14 16:19:50,+014.67,+025.11,+04.864,+04.853,Air
2026-09-14 16:19:52,+014.67,+025.09,+04.862,+04.852,Air
2026-09-14 16:19:54,+014.67,+025.08,+04.860,+04.850,Air
2026-09-14 16:19:56,+014.67,+025.08,+04.873,+04.863,Air
2026-09-14 16:19:58,+014.67,+025.08,+04.865,+04.854,Air
2026-09-14 16:20:00,+014.67,+025.10,+04.867,+04.856,Air
2026-09-14 16:20:02,+014.67,+025.11,+04.868,+04.858,Air
2026-09-14 16:20:04,+014.67,+025.09,+04.831,+04.820,Air
2026-09-14 16:20:06,+014.67,+025.09,+04.858,+04.848,Air
2026-09-14 16:20:08,+014.67,+025.08,+04.854,+04.844,Air
2026-09-14 16:20:10,+014.67,+025.07,+04.879,+04.869,Air
2026-09-14 16:20:12,+014.67,+025.10,+04.846,+04.836,Air
2026-09-14 16:20:14,+014.67,+025.09,+04.853,+04.843,Air
2026-09-14 16:20:16,+014.67,+025.08,+04.881,+04.871,Air
2026-09-14 16:20:18,+014.67,+025.09,+04.856,+04.846,Air
2026-09-14 16:20:20,+014.67,+025.11,+04.866,+04.856,Air
2026-09-14 16:20:22,+014.67,+025.08,+04.858,+04.848,Air
2026-09-14 16:20:24,+014.67,+025.10,+04.872,+04.862,Air
2026-09-14 16:20:26,+014.67,+025.09,+04.868,+04.858,Air
2026-09-14 16:20:28,+014.67,+025.11,+04.879,+04.868,Air
2026-09-14 16:20:30,+014.67,+025.09,+04.870,+04.860,Air
2026-09-14 16:20:32,+014.67,+025.10,+04.873,+04.862,Air
2026-09-14 16:20:34,+014.67,+025.09,+04.888,+04.878,Air
2026-09-14 16:20:36,+014.67,+025.09,+04.854,+04.844,Air
2026-09-14 16:20:38,+014.67,+025.12,+04.850,+04.840,Air
2026-09-14 16:20:40,+014.67,+025.09,+04.865,+04.854,Air
2026-09-14 16:20:42,+014.67,+025.11,+04.856,+04.846,Air
2026-09-14 16:20:44,+014.67,+025.08,+04.865,+04.855,Air
2026-09-14 16:20:46,+014.67,+025.09,+04.845,+04.835,Air
2026-09-14 16:20:48,+014.67,+025.09,+04.877,+04.868,Air
2026-09-14 16:20:50,+014.67,+025.08,+04.866,+04.857,Air
2026-09-14 16:20:52,+014.67,+025.12,+04.862,+04.851,Air
2026-09-14 16:20:54,+014.67,+025.09,+04.875,+04.865,Air
2026-09-14 16:20:56,+014.67,+025.07,+04.859,+04.850,Air
2026-09-14 16:20:58,+014.67,+025.10,+04.867,+04.856,Air
2026-09-14 16:21:00,+014.67,+025.10,+04.875,+04.865,Air
2026-09-14 16:21:02,+014.67,+025.10,+04.845,+04.835,Air
2026-09-14 16:21:04,+014.67,+025.13,+04.865,+04.855,Air
2026-09-14 16:21:06,+014.67,+025.08,+04.836,+04.827,Air
2026-09-14 16:21:08,+014.67,+025.11,+04.837,+04.827,Air
2026-09-14 16:21:10,+014.67,+025.07,+04.871,+04.860,Air
2026-09-14 16:21:12,+014.67,+025.10,+04.856,+04.846,Air
2026-09-14 16:21:14,+014.67,+025.10,+04.852,+04.841,Air
2026-09-14 16:21:16,+014.67,+025.09,+04.861,+04.851,Air
2026-09-14 16:21:18,+014.67,+025.07,+04.863,+04.854,Air
2026-09-14 16:21:20,+014.67,+025.08,+04.857,+04.847,Air
2026-09-14 16:21:22,+014.67,+025.12,+04.878,+04.868,Air
2026-09-14 16:21:24,+014.67,+025.10,+04.852,+04.842,Air
2026-09-14 16:21:26,+014.67,+025.08,+04.838,+04.828,Air
2026-09-14 16:21:28,+014.67,+025.13,+04.847,+04.836,Air
2026-09-14 16:21:30,+014.67,+025.09,+04.855,+04.845,Air
2026-09-14 16:21:32,+014.67,+025.07,+04.876,+04.866,Air
2026-09-14 16:21:34,+014.67,+025.09,+04.839,+04.829,Air
2026-09-14 16:21:36,+014.67,+025.09,+04.868,+04.858,Air
2026-09-14 16:21:38,+014.67,+025.10,+04.861,+04.851,Air
2026-09-14 16:21:40,+014.67,+025.14,+04.866,+04.855,Air
2026-09-14 16:21:42,+014.67,+025.06,+04.873,+04.863,Air
2026-09-14 16:21:44,+014.67,+025.09,+04.823,+04.813,Air
2026-09-14 16:21:46,+014.67,+025.09,+04.839,+04.829,Air
2026-09-14 16:21:48,+014.67,+025.14,+04.866,+04.856,Air
2026-09-14 16:21:50,+014.67,+025.12,+04.871,+04.860,Air
2026-09-14 16:21:52,+014.67,+025.09,+04.835,+04.825,Air
2026-09-14 16:21:54,+014.67,+025.07,+04.876,+04.865,Air
2026-09-14 16:21:56,+014.67,+025.06,+04.869,+04.859,Air
2026-09-14 16:21:58,+014.67,+025.10,+04.902,+04.891,Air
2026-09-14 16:22:00,+014.67,+025.09,+04.868,+04.858,Air
2026-09-14 16:22:02,+014.67,+025.10,+04.857,+04.847,Air
2026-09-14 16:22:04,+014.67,+025.08,+04.865,+04.855,Air
2026-09-14 16:22:06,+014.67,+025.08,+04.859,+04.849,Air
2026-09-14 16:22:08,+014.67,+025.08,+04.857,+04.847,Air
2026-09-14 16:22:10,+014.67,+025.11,+04.863,+04.853,Air
2026-09-14 16:22:12,+014.67,+025.09,+04.879,+04.869,Air
2026-09-14 16:22:14,+014.67,+025.09,+04.859,+04.850,Air
2026-09-14 16:22:16,+014.67,+025.11,+04.870,+04.860,Air
2026-09-14 16:22:18,+014.67,+025.05,+04.850,+04.840,Air
2026-09-14 16:22:20,+014.67,+025.09,+04.869,+04.860,Air
2026-09-14 16:22:22,+014.67,+025.08,+04.860,+04.851,Air
2026-09-14 16:22:24,+014.67,+025.06,+04.852,+04.843,Air
2026-09-14 16:22:26,+014.67,+025.10,+04.844,+04.834,Air
2026-09-14 16:22:28,+014.67,+025.11,+04.859,+04.848,Air
2026-09-14 16:22:30,+014.67,+025.09,+04.875,+04.865,Air
2026-09-14 16:22:32,+014.67,+025.07,+04.860,+04.851,Air
2026-09-14 16:22:34,+014.67,+025.10,+04.859,+04.849,Air
2026-09-14 16:22:36,+014.67,+025.09,+04.836,+04.826,Air
2026-09-14 16:22:38,+014.67,+025.07,+04.849,+04.840,Air
2026-09-14 16:22:40,+014.67,+025.11,+04.867,+04.856,Air
2026-09-14 16:22:42,+014.67,+025.13,+04.869,+04.858,Air
2026-09-14 16:22:44,+014.67,+025.10,+04.839,+04.829,Air
2026-09-14 16:22:46,+014.67,+025.12,+04.868,+04.857,Air
2026-09-14 16:22:48,+014.67,+025.06,+04.847,+04.837,Air
2026-09-14 16:22:50,+014.67,+025.08,+04.871,+04.861,Air
2026-09-14 16:22:52,+014.67,+025.05,+04.852,+04.843,Air
2026-09-14 16:22:54,+014.67,+025.09,+04.854,+04.844,Air
2026-09-14 16:22:56,+014.67,+025.09,+04.873,+04.862,Air
2026-09-14 16:22:58,+014.67,+025.07,+04.870,+04.860,Air
2026-09-14 16:23:00,+014.67,+025.11,+04.853,+04.843,Air
2026-09-14 16:23:02,+014.67,+025.07,+04.855,+04.845,Air
2026-09-14 16:23:04,+014.67,+025.08,+04.864,+04.854,Air
2026-09-14 16:23:06,+014.67,+025.08,+04.852,+04.842,Air
2026-09-14 16:23:08,+014.67,+025.10,+04.850,+04.840,Air
2026-09-14 16:23:10,+014.67,+025.08,+04.870,+04.860,Air
2026-09-14 16:23:12,+014.67,+025.10,+04.859,+04.849,Air
2026-09-14 16:23:14,+014.67,+025.10,+04.850,+04.840,Air
2026-09-14 16:23:16,+014.67,+025.10,+04.861,+04.851,Air
2026-09-14 16:23:18,+014.67,+025.10,+04.862,+04.852,Air
2026-09-14 16:23:20,+014.67,+025.08,+04.842,+04.832,Air
2026-09-14 16:23:22,+014.67,+025.11,+04.863,+04.853,Air
2026-09-14 16:23:24,+014.67,+025.09,+04.872,+04.862,Air
2026-09-14 16:23:26,+014.67,+025.08,+04.886,+04.876,Air
2026-09-14 16:23:28,+014.67,+025.12,+04.869,+04.858,Air
2026-09-14 16:23:30,+014.67,+025.08,+04.860,+04.850,Air
2026-09-14 16:23:32,+014.67,+025.07,+04.841,+04.832,Air
2026-09-14 16:23:34,+014.67,+025.08,+04.862,+04.852,Air
2026-09-14 16:23:36,+014.67,+025.09,+04.852,+04.842,Air
2026-09-14 16:23:38,+014.67,+025.12,+04.862,+04.852,Air
2026-09-14 16:23:40,+014.67,+025.07,+04.842,+04.833,Air
2026-09-14 16:23:42,+014.67,+025.11,+04.837,+04.827,Air
2026-09-14 16:23:44,+014.67,+025.05,+04.866,+04.857,Air
2026-09-14 16:23:46,+014.67,+025.12,+04.863,+04.852,Air
2026-09-14 16:23:48,+014.67,+025.10,+04.840,+04.830,Air
2026-09-14 16:23:50,+014.67,+025.11,+04.878,+04.867,Air
2026-09-14 16:23:52,+014.67,+025.14,+04.848,+04.837,Air
2026-09-14 16:23:54,+014.67,+025.05,+04.875,+04.865,Air
2026-09-14 16:23:56,+014.67,+025.09,+04.856,+04.846,Air
2026-09-14 16:23:58,+014.67,+025.10,+04.846,+04.836,Air
2026-09-14 16:24:00,+014.67,+025.06,+04.850,+04.841,Air
2026-09-14 16:24:02,+014.67,+025.10,+04.856,+04.846,Air
2026-09-14 16:24:04,+014.67,+025.12,+04.846,+04.835,Air
2026-09-14 16:24:06,+014.67,+025.10,+04.857,+04.847,Air
2026-09-14 16:24:08,+014.67,+025.11,+04.855,+04.845,Air
2026-09-14 16:24:10,+014.67,+025.09,+04.859,+04.849,Air
2026-09-14 16:24:12,+014.67,+025.13,+04.844,+04.834,Air
2026-09-14 16:24:14,+014.67,+025.10,+04.850,+04.840,Air
2026-09-14 16:24:16,+014.67,+025.09,+04.847,+04.837,Air
2026-09-14 16:24:18,+014.67,+025.13,+04.849,+04.839,Air
2026-09-14 16:24:20,+014.67,+025.09,+04.856,+04.846,Air
2026-09-14 16:24:22,+014.67,+025.09,+04.860,+04.850,Air
2026-09-14 16:24:24,+014.67,+025.14,+04.860,+04.849,Air
2026-09-14 16:24:26,+014.67,+025.11,+04.868,+04.858,Air
2026-09-14 16:24:28,+014.67,+025.08,+04.850,+04.840,Air
2026-09-14 16:24:30,+014.67,+025.09,+04.873,+04.863,Air
2026-09-14 16:24:32,+014.67,+025.10,+04.830,+04.820,Air
2026-09-14 16:24:34,+014.67,+025.09,+04.851,+04.841,Air
2026-09-14 16:24:36,+014.67,+025.10,+04.868,+04.858,Air
2026-09-14 16:24:38,+014.67,+025.11,+04.856,+04.846,Air
2026-09-14 16:24:40,+014.67,+025.08,+04.848,+04.838,Air
2026-09-14 16:24:42,+014.67,+025.10,+04.853,+04.843,Air
2026-09-14 16:24:44,+014.67,+025.12,+04.859,+04.849,Air
2026-09-14 16:24:46,+014.67,+025.08,+04.858,+04.848,Air
2026-09-14 16:24:48,+014.67,+025.07,+04.841,+04.832,Air
2026-09-14 16:24:50,+014.67,+025.10,+04.844,+04.834,Air
2026-09-14 16:24:52,+014.67,+025.08,+04.852,+04.842,Air
2026-09-14 16:24:54,+014.67,+025.12,+04.870,+04.859,Air
2026-09-14 16:24:56,+014.67,+025.07,+04.876,+04.866,Air
2026-09-14 16:24:58,+014.67,+025.08,+04.862,+04.852,Air
2026-09-14 16:25:00,+014.67,+025.09,+04.837,+04.827,Air
2026-09-14 16:25:02,+014.67,+025.11,+04.829,+04.818,Air
2026-09-14 16:25:04,+014.67,+025.10,+04.837,+04.828,Air
2026-09-14 16:25:06,+014.67,+025.09,+04.848,+04.838,Air
2026-09-14 16:25:08,+014.67,+025.05,+04.857,+04.847,Air
2026-09-14 16:25:10,+014.67,+025.08,+04.871,+04.861,Air
2026-09-14 16:25:12,+014.67,+025.10,+04.857,+04.847,Air
2026-09-14 16:25:14,+014.67,+025.11,+04.853,+04.843,Air
2026-09-14 16:25:16,+014.67,+025.09,+04.857,+04.847,Air
2026-09-14 16:25:18,+014.67,+025.10,+04.877,+04.867,Air
2026-09-14 16:25:20,+014.67,+025.10,+04.863,+04.853,Air
2026-09-14 16:25:22,+014.67,+025.07,+04.854,+04.844,Air
2026-09-14 16:25:24,+014.67,+025.08,+04.867,+04.857,Air
2026-09-14 16:25:26,+014.67,+025.15,+04.866,+04.855,Air
2026-09-14 16:25:28,+014.67,+025.11,+04.862,+04.852,Air
2026-09-14 16:25:30,+014.67,+025.10,+04.862,+04.851,Air
2026-09-14 16:25:32,+014.67,+025.10,+04.848,+04.838,Air
2026-09-14 16:25:34,+014.67,+025.11,+04.874,+04.864,Air
2026-09-14 16:25:36,+014.67,+025.09,+04.876,+04.866,Air
2026-09-14 16:25:38,+014.67,+025.12,+04.852,+04.841,Air
2026-09-14 16:25:40,+014.67,+025.08,+04.869,+04.859,Air
2026-09-14 16:25:42,+014.67,+025.10,+04.863,+04.853,Air
2026-09-14 16:25:44,+014.67,+025.10,+04.879,+04.868,Air
2026-09-14 16:25:46,+014.67,+025.11,+04.862,+04.852,Air
2026-09-14 16:25:48,+014.67,+025.08,+04.872,+04.862,Air
2026-09-14 16:25:50,+014.67,+025.10,+04.873,+04.862,Air
2026-09-14 16:25:52,+014.67,+025.06,+04.871,+04.862,Air
2026-09-14 16:25:54,+014.67,+025.13,+04.848,+04.837,Air
2026-09-14 16:25:56,+014.67,+025.12,+04.865,+04.855,Air
2026-09-14 16:25:58,+014.67,+025.07,+04.866,+04.856,Air
2026-09-14 16:26:00,+014.67,+025.12,+04.874,+04.864,Air
2026-09-14 16:26:02,+014.67,+025.06,+04.844,+04.835,Air
2026-09-14 16:26:04,+014.67,+025.12,+04.860,+04.850,Air
2026-09-14 16:26:06,+014.67,+025.12,+04.877,+04.867,Air
2026-09-14 16:26:08,+014.67,+025.08,+04.868,+04.858,Air
2026-09-14 16:26:10,+014.67,+025.09,+04.859,+04.849,Air
2026-09-14 16:26:12,+014.67,+025.09,+04.858,+04.848,Air
2026-09-14 16:26:14,+014.67,+025.09,+04.854,+04.844,Air
2026-09-14 16:26:16,+014.67,+025.08,+04.873,+04.864,Air
2026-09-14 16:26:18,+014.67,+025.08,+04.859,+04.849,Air
2026-09-14 16:26:20,+014.67,+025.09,+04.876,+04.866,Air
2026-09-14 16:26:22,+014.67,+025.10,+04.871,+04.861,Air
2026-09-14 16:26:24,+014.67,+025.10,+04.881,+04.871,Air
2026-09-14 16:26:26,+014.67,+025.05,+04.842,+04.833,Air
2026-09-14 16:26:28,+014.67,+025.11,+04.857,+04.847,Air
2026-09-14 16:26:30,+014.67,+025.10,+04.858,+04.848,Air
2026-09-14 16:26:32,+014.67,+025.09,+04.866,+04.856,Air
2026-09-14 16:26:34,+014.67,+025.11,+04.881,+04.871,Air
2026-09-14 16:26:36,+014.67,+025.06,+04.876,+04.866,Air
2026-09-14 16:26:38,+014.67,+025.08,+04.891,+04.882,Air
2026-09-14 16:26:40,+014.67,+025.08,+04.859,+04.849,Air
2026-09-14 16:26:42,+014.67,+025.08,+04.845,+04.835,Air
2026-09-14 16:26:44,+014.67,+025.09,+04.874,+04.864,Air
2026-09-14 16:26:46,+014.67,+025.10,+04.879,+04.869,Air
2026-09-14 16:26:48,+014.67,+025.11,+04.869,+04.859,Air
2026-09-14 16:26:50,+014.67,+025.10,+04.852,+04.842,Air
2026-09-14 16:26:52,+014.67,+025.11,+04.867,+04.857,Air
2026-09-14 16:26:54,+014.67,+025.09,+04.857,+04.847,Air
2026-09-14 16:26:56,+014.67,+025.11,+04.879,+04.869,Air
2026-09-14 16:26:58,+014.67,+025.12,+04.862,+04.851,Air
2026-09-14 16:27:00,+014.67,+025.10,+04.856,+04.846,Air
2026-09-14 16:27:02,+014.67,+025.15,+04.864,+04.853,Air
2026-09-14 16:27:04,+014.67,+025.08,+04.879,+04.869,Air
2026-09-14 16:27:06,+014.67,+025.12,+04.840,+04.830,Air
2026-09-14 16:27:08,+014.67,+025.10,+04.848,+04.838,Air
2026-09-14 16:27:10,+014.67,+025.09,+04.888,+04.878,Air
2026-09-14 16:27:12,+014.67,+025.10,+04.869,+04.859,Air
2026-09-14 16:27:14,+014.67,+025.09,+04.857,+04.847,Air
2026-09-14 16:27:16,+014.67,+025.09,+04.869,+04.859,Air
2026-09-14 16:27:18,+014.67,+025.11,+04.853,+04.843,Air
2026-09-14 16:27:20,+014.67,+025.12,+04.873,+04.863,Air
2026-09-14 16:27:22,+014.67,+025.08,+04.851,+04.842,Air
2026-09-14 16:27:24,+014.67,+025.11,+04.870,+04.860,Air
2026-09-14 16:27:26,+014.67,+025.10,+04.870,+04.859,Air
2026-09-14 16:27:28,+014.67,+025.10,+04.856,+04.846,Air
2026-09-14 16:27:30,+014.67,+025.08,+04.868,+04.858,Air
2026-09-14 16:27:32,+014.67,+025.09,+04.872,+04.862,Air
2026-09-14 16:27:34,+014.67,+025.09,+04.846,+04.836,Air
2026-09-14 16:27:36,+014.67,+025.08,+04.865,+04.856,Air
2026-09-14 16:27:38,+014.67,+025.08,+04.842,+04.832,Air
2026-09-14 16:27:40,+014.67,+025.09,+04.880,+04.869,Air
2026-09-14 16:27:42,+014.67,+025.12,+04.852,+04.841,Air
2026-09-14 16:27:44,+014.67,+025.10,+04.853,+04.843,Air
2026-09-14 16:27:46,+014.67,+025.11,+04.859,+04.848,Air
2026-09-14 16:27:48,+014.67,+025.11,+04.872,+04.862,Air
2026-09-14 16:27:50,+014.67,+025.09,+04.844,+04.833,Air
2026-09-14 16:27:52,+014.67,+025.11,+04.836,+04.825,Air
2026-09-14 16:27:54,+014.67,+025.09,+04.847,+04.837,Air
2026-09-14 16:27:56,+014.67,+025.10,+04.872,+04.862,Air
2026-09-14 16:27:58,+014.67,+025.10,+04.864,+04.854,Air
2026-09-14 16:28:00,+014.67,+025.09,+04.875,+04.864,Air
2026-09-14 16:28:02,+014.67,+025.09,+04.856,+04.846,Air
2026-09-14 16:28:04,+014.67,+025.08,+04.867,+04.858,Air
2026-09-14 16:28:06,+014.67,+025.13,+04.864,+04.853,Air
2026-09-14 16:28:08,+014.67,+025.09,+04.864,+04.854,Air
2026-09-14 16:28:10,+014.67,+025.14,+04.883,+04.872,Air
2026-09-14 16:28:12,+014.67,+025.09,+04.856,+04.847,Air
2026-09-14 16:28:14,+014.67,+025.07,+04.851,+04.842,Air
2026-09-14 16:28:16,+014.67,+025.11,+04.863,+04.853,Air
2026-09-14 16:28:18,+014.67,+025.10,+04.853,+04.843,Air
2026-09-14 16:28:20,+014.67,+025.10,+04.839,+04.828,Air
2026-09-14 16:28:22,+014.67,+025.09,+04.854,+04.844,Air
2026-09-14 16:28:24,+014.67,+025.10,+04.855,+04.844,Air
2026-09-14 16:28:26,+014.67,+025.10,+04.872,+04.861,Air
2026-09-14 16:28:28,+014.67,+025.10,+04.857,+04.847,Air
2026-09-14 16:28:30,+014.67,+025.07,+04.884,+04.874,Air
2026-09-14 16:28:32,+014.67,+025.10,+04.879,+04.869,Air
2026-09-14 16:28:34,+014.67,+025.09,+04.863,+04.853,Air
2026-09-14 16:28:36,+014.67,+025.11,+04.835,+04.825,Air
2026-09-14 16:28:38,+014.67,+025.07,+04.853,+04.843,Air
2026-09-14 16:28:40,+014.67,+025.06,+04.859,+04.850,Air
2026-09-14 16:28:42,+014.67,+025.07,+04.856,+04.846,Air
2026-09-14 16:28:44,+014.67,+025.10,+04.848,+04.837,Air
2026-09-14 16:28:46,+014.67,+025.09,+04.865,+04.855,Air
